Label,Text,Predicted_Label
ham,No i am not having not any movies in my laptop,ham
ham,Whatsup there. Dont u want to sleep,ham
spam,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,spam
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",spam
ham,I havent lei.. Next mon can?,ham
ham,Mm feeling sleepy. today itself i shall get that dear,ham
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,ham
ham,Do ü noe if ben is going?,ham
ham,Can you do a mag meeting this avo at some point?,ham
ham,I meant middle left or right?,ham
ham,Really? I crashed out cuddled on my sofa.,ham
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,ham
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",ham
ham,Are you this much buzy,ham
ham,Nothing. Can...,ham
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,ham
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,ham
ham,"Tick, tick, tick ... Babe",ham
ham,R ü going 4 today's meeting?,ham
ham,K da:)how many page you want?,ham
ham,Ya had just now.onion roast.,ham
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,ham
ham,You said not now. No problem. When you can. Let me know.,ham
ham,Ok but tell me half an hr b4 u come i need 2 prepare.,ham
ham,Play w computer? Aiyah i tok 2 u lor?,ham
ham,Sat right? Okay thanks...,ham
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",ham
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,ham
ham,We r outside already.,ham
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,ham
ham,Yo we are watching a movie on netflix,ham
ham,What time. I‘m out until prob 3 or so,ham
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",ham
ham,I dont thnk its a wrong calling between us,ham
ham,I am not sure about night menu. . . I know only about noon menu,ham
ham,ARR birthday today:) i wish him to get more oscar.,ham
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",ham
ham, and  picking them up from various points,ham
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam
ham,Wow v v impressed. Have funs shopping!,ham
ham,I am on the way to ur home,ham
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,spam
ham,No problem. Talk to you later,ham
ham,Then ur sis how?,ham
ham,Still in customer place,ham
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,ham
ham,"Dude u knw also telugu..thts gud..k, gud nyt..",ham
ham,We confirm eating at esplanade?,ham
ham,Send me your id and password,ham
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,ham
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam
ham,Well I might not come then...,ham
ham,Long after I quit. I get on only like 5 minutes a day as it is.,ham
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,ham
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,ham
ham,"Just arrived, see you in a couple days &lt;3",ham
ham,"K, wat s tht incident?",ham
ham,Yeah get the unlimited,ham
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,ham
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",ham
ham,Ü got wat to buy tell us then ü no need to come in again.,ham
ham,When you are big..| God will bring success.,ham
spam,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,spam
ham,"""… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """"""",ham
ham,Well there's still a bit left if you guys want to tonight,ham
ham,Not from this campus. Are you in the library?,ham
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",ham
ham,How will I creep on you now? ;_;,ham
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,ham
ham,If I get there before you after your ten billion calls and texts so help me god,ham
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham
ham,I've told him that i've returned it. That should i re order it.,ham
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",ham
ham,Depends on where u going lor.,ham
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,ham
spam,FreeMsg>FAV XMAS TONES!Reply REAL,spam
ham,Lil fever:) now fine:),ham
ham,I think it's all still in my car,ham
ham,Can a not?,ham
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam
ham,Yes princess! I want to catch you with my big strong hands...,ham
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,ham
ham,Mm so you asked me not to call radio,ham
ham,Thinkin about someone is all good. No drugs for that,ham
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",ham
ham,"Alright if you're sure, let me know when you're leaving",ham
ham,Some are lasting as much as 2 hours. You might get lucky.,ham
ham,Genius what's up. How your brother. Pls send his number to my skype.,ham
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",spam
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,ham
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,ham
spam,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,ham
ham,Oh god..taken the teeth?is it paining,ham
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,ham
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,ham
ham,No need to buy lunch for me.. I eat maggi mee..,ham
spam,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",spam
ham,Ok lor...,ham
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",ham
ham,Wife.how she knew the time of murder exactly,ham
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,spam
ham,Howz that persons story,ham
ham,Thanx 4 sending me home...,ham
ham,Its normally hot mail. Com you see!,ham
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam
ham,U sick still can go shopping?,ham
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ham
ham,Nice.nice.how is it working?,ham
ham,1's reach home call me.,ham
ham,Were trying to find a Chinese food place around here,ham
ham,"Easy mate, * guess the quick drink was bit ambitious.",ham
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,ham
ham,Ok thanx...,ham
ham,aathi..where are you dear..,ham
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",ham
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,ham
ham,Will be out of class in a few hours. Sorry,ham
ham,Wat time u finish ur lect today?,ham
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",spam
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",spam
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,ham
ham,Are you going to wipro interview today?,ham
ham,how tall are you princess?,ham
ham,I doubt you could handle 5 times per night in any case...,ham
ham,Haha... Hope ü can hear the receipt sound... Gd luck!,ham
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,ham
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",ham
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?,ham
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,ham
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham
ham,I want to be there so i can kiss you and feel you next to me,ham
ham,I am not at all happy with what you saying or doing,ham
spam,Adult 18 Content Your video will be with you shortly,spam
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?",ham
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,ham
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),ham
ham,Smith waste da.i wanna gayle.,ham
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",ham
ham,"Aight, tomorrow around  &lt;#&gt;  it is",ham
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",spam
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,ham
ham,See you there!,ham
ham,I dont understand your message.,ham
ham,Crucify is c not s. You should have told me earlier.,ham
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",ham
ham,Fuck cedar key and fuck her (come over anyway tho),ham
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,ham
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",spam
ham,U still painting ur wall?,ham
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",spam
ham,Printer is cool. I mean groovy. Wine is groovying,ham
ham,Hi Harish's rent has been transfred to ur Acnt.,ham
ham,Anything lor is she coming?,ham
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,ham
ham,Ü still attending da talks?,ham
ham,No probs hon! How u doinat the mo?,ham
ham,K I'll take care of it,ham
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,ham
ham,My battery is low babe,ham
ham,Shuhui has bought ron's present it's a swatch watch...,ham
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",ham
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,ham
ham,K I'll be sure to get up before noon and see what's what,ham
ham,K...k...yesterday i was in cbe .,ham
ham,Went to ganesh dress shop,ham
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",spam
ham,Ü collecting ur laptop then going to configure da settings izzit?,ham
ham,If you r @ home then come down within 5 min,ham
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",ham
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,ham
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam
ham,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",ham
ham,Tell me pa. How is pain de.,ham
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,ham
ham,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",ham
ham,"""Helloooo... Wake up..! """"Sweet"""" """"morning"""" """"welcomes"""" """"You"""" """"Enjoy"""" """"This Day"""" """"with full of joy"""".. """"GUD MRNG"""".""",ham
ham,ALRITE,ham
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,ham
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,spam
ham,How do you guys go to see movies on your side.,ham
ham,"Sorry,in meeting I'll call later",ham
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,ham
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,ham
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,spam
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,ham
ham,What time should I tell my friend to be around?,ham
ham,Yes. that will be fine. Love you. Be safe.,ham
ham,Thanks chikku..:-) gud nyt:-*,ham
ham,Is xy in ur car when u picking me up?,ham
ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",ham
ham,"Yo, any way we could pick something up tonight?",ham
ham,I've not sent it. He can send me.,ham
ham,Fine am simply sitting.,ham
ham,Thts god's gift for birds as humans hav some natural gift frm god..,ham
ham,Are you coming to day for class.,ham
ham,Im done. Just studyn in library,ham
ham,Ok... U enjoy ur shows...,ham
ham,Anything...,ham
ham,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,ham
ham,Wat's my dear doing? Sleeping ah?,ham
ham,Hi' Test on  &lt;#&gt; rd ....,ham
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,ham
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,ham
ham,Yup n her fren lor. I'm meeting my fren at 730.,ham
ham,"Yeah, we got one lined up for us",ham
ham,"""And stop wondering """"wow is she ever going to stop tm'ing me ?!"""" because I will tm you whenever I want because you are MINE ... *laughs*""",ham
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,ham
ham,Hey i've booked the pilates and yoga lesson already... Haha,ham
ham,Are you ok. What happen to behave like this,ham
spam,You have 1 new message. Please call 08712400200.,ham
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,ham
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3.",ham
ham,No message..no responce..what happend?,ham
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,spam
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",ham
ham,make that 3! 4 fucks sake?! x,ham
ham,Leave it. U will always be ignorant.,ham
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),ham
ham,at bruce b downs &amp; fletcher now,ham
ham,Where are you ? You said you would be here when I woke ... :-(,ham
ham,Hey now am free you can call me.,ham
ham,Tell me whos this pls:-),ham
spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",spam
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",ham
ham,Id have to check but there's only like 1 bowls worth left,ham
ham,Yes there were many sweets,ham
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,ham
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,ham
ham,Sir send to group mail check it.,ham
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,ham
ham,"""""""NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT""""""",ham
ham,You dont know you jabo me abi.,ham
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",ham
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,ham
ham,"Are you being good, baby? :)",ham
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,ham
ham,"Mostly sports type..lyk footbl,crckt..",ham
ham,Ma head dey swell oh. Thanks for making my day,ham
ham,U should make a fb list,ham
ham,"""Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""""if it is made by my students,this wont even start........ Datz confidence..""",ham
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,ham
ham,Happy New Year Princess!,ham
ham,"I'll text carlos and let you know, hang on",ham
ham,"Don't worry, * is easy once have ingredients!",ham
ham,I love u 2 my little pocy bell I am sorry but I love u,ham
ham,"Ok omw now, you at castor?",ham
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,ham
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",spam
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,ham
ham,"""7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st """"Ur Lovely Friendship""""... good morning dear""",ham
ham,"Tonight? Yeah, I'd be down for that",ham
ham,What should i eat fo lunch senor,ham
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!",ham
ham,No break time one... How... I come out n get my stuff fr ü?,ham
spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,spam
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",ham
ham,Do you still have the grinder?,ham
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",ham
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
ham,K.i did't see you.:)k:)where are you now?,ham
ham,So i'm doing a list of buyers.,ham
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",ham
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,ham
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,ham
ham,Don know..he is watching film in computer..,ham
ham,No b4 Thursday,ham
ham,"Oh, then your phone phoned me but it disconnected",ham
ham,Id onluy matters when getting on from offcampus,ham
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,spam
ham,"Excellent, I'll see what riley's plans are",ham
ham,I will see in half an hour,ham
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam
ham,Ew are you one of them?,ham
ham,Also hi wesley how've you been,ham
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,ham
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,spam
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),ham
ham,"Hm good morning, headache anyone? :-)",ham
ham,Yeah no probs - last night is obviously catching up with you... Speak soon,ham
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,spam
ham,I might go 2 sch. Yar at e salon now v boring.,ham
ham, &lt;#&gt;  mins but i had to stop somewhere first.,ham
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",ham
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,ham
ham,I didn't get the second half of that message,ham
ham,Wat time do u wan 2 meet me later?,ham
ham,I thank you so much for all you do with selflessness. I love you plenty.,ham
ham,Am in film ill call you later.,ham
ham,How dare you change my ring,ham
ham,You are a very very very very bad girl. Or lady.,ham
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,ham
ham,"""What part of """"don't initiate"""" don't you understand""",ham
ham,I finished my lunch already. U wake up already?,ham
ham,You still at the game?,ham
ham,You have got tallent but you are wasting.,ham
ham,What is your record for one night? :),ham
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",ham
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.,ham
ham,Jokin only lar... :-) depends on which phone my father can get lor...,ham
ham,"Aight, lemme know what's up",ham
ham,Get ready for  &lt;#&gt;  inches of pleasure...,ham
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham
ham,;-) ok. I feel like john lennon.,ham
ham,Cos darren say ü considering mah so i ask ü...,ham
ham,You are not bothering me but you have to trust my answers. Pls.,ham
ham,"""Wishing you and your family Merry """"X"""" mas and HAPPY NEW Year in advance..""",ham
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,ham
ham,Aight what time you want me to come up?,ham
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,ham
ham,Your bill at 3 is £33.65 so thats not bad!,ham
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,ham
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",ham
ham,So how's the weather over there?,ham
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!",ham
ham,Die... Now i have e toot fringe again...,ham
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,ham
ham,Ok,ham
ham,"""Awesome question with a cute answer: Someone asked a boy """"how is ur life?"""" . . He smiled &amp; answered: . . """"She is fine!"""" Gudnite""",ham
ham,Please leave this topic..sorry for telling that..,ham
ham,Pls send me the correct name da.,ham
ham,What happened to our yo date?,ham
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,spam
ham,Webpage s not available!,ham
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,ham
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,spam
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",ham
ham,K..k...from tomorrow onwards started ah?,ham
ham,What u talking bout early morning? It's almost noon where your at!,ham
ham,Fine. Do you remember me.,ham
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",ham
ham,Ok. How many should i buy.,ham
ham,"Sounds good, keep me posted",ham
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,spam
ham,Ok. So april. Cant wait,ham
ham,Boy you best get yo ass out here quick,ham
ham,Ay wana meet on sat?ü wkg on sat?,ham
ham,I'm now but have to wait till 2 for the bus to pick me.,ham
ham,Apart from the one i told you about yesterday?,ham
ham,Ok lor... But buy wat?,ham
ham,Somebody should go to andros and steal ice,ham
ham,Don know. I did't msg him recently.,ham
ham,Take us out shopping and Mark will distract Isaiah.=D,ham
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",ham
ham,There is no sense in my foot and penis.,ham
ham,Okay but i thought you were the expert,ham
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,ham
